,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
3090,ce-224535,ce-224535,100.0,,2.0
3093,spironolactone,spironolactone,100.0,1960.0,4.0
3100,telmisartan,telmisartan,100.0,1998.0,4.0
3101,oxymorphone hydrochloride (hcl),oxymorphone,100.0,1959.0,4.0
3110,nelotanserin,nelotanserin,100.0,,2.0
3115,mepolizumab,mepolizumab,100.0,2015.0,4.0
3119,oxybutynin,oxybutynin,100.0,1975.0,4.0
3123,butenafine hcl  (bay1896425),butenafine,100.0,1996.0,4.0
3124,conivaptan hydrochloride,conivaptan,100.0,2005.0,4.0
3135,crizanlizumab,crizanlizumab,100.0,2019.0,4.0
3137,bictegravir,bictegravir,100.0,2018.0,4.0
3139,ramipril,ramipril,100.0,1991.0,4.0
3144,cm-4620 injectable emulsion or cm-4620-ie,cm4620,92.3076923076923,,2.0
3147,td-0903,td-0903,100.0,,2.0
3150,adavosertib,adavosertib,100.0,,2.0
3163,norepinephrine,norepinephrine,100.0,,
3164,metyrapone & oxazepam,metyrapone,100.0,1961.0,4.0
3165,nb-001,nb-001,100.0,,3.0
3169,iv tedizolid phosphate,tedizolid,100.0,2014.0,4.0
3175,elimusertib (bay1895344),elimusertib,100.0,,1.0
3179,infigratinib,infigratinib,100.0,2021.0,4.0
3181,carbidopa low-dose,carbidopa,100.0,1975.0,4.0
3191,flurbiprofen,flurbiprofen,100.0,1986.0,4.0
3204,sumatriptan succinate tablets,sumatriptan,100.0,1992.0,4.0
3214,lipotecan,lipotecan,100.0,,2.0
3215,tesaglitazar,tesaglitazar,100.0,,3.0
3225,olinciguat,olinciguat,100.0,,2.0
3227,fermented wheat germ extract (fwge),wheat,100.0,,3.0
3250,gtb-3550 trike® phase i,gtb-3550,100.0,,
3254,glatiramer acetate (ga),glatiramer,100.0,1996.0,4.0
3259,bivalirudin,bivalirudin,100.0,2000.0,4.0
3267,motavizumab (medi-524),motavizumab,100.0,,3.0
3268,palivizumab,palivizumab,100.0,1998.0,4.0
3273,epinephrine 1:200k,epinephrine,100.0,1965.0,4.0
3285,apricitabine,apricitabine,100.0,,3.0
3286,pegcetacoplan (apl-2),pegcetacoplan,100.0,2021.0,4.0
3290,amifampridine phosphate,amifampridine,100.0,2009.0,4.0
3298,cilengitide,cilengitide,100.0,,3.0
3301,lurbinectedin,lurbinectedin,100.0,2020.0,4.0
3315,rozanolixizumab,rozanolixizumab,100.0,2023.0,4.0
3321,clobazam,clobazam,100.0,2005.0,4.0
3322,clonazepam,clonazepam,100.0,1975.0,4.0
3324,alvocidib,alvocidib,100.0,,2.0
3329,methylnaltrexone,methylnaltrexone,100.0,2008.0,4.0
3331,perifosine,perifosine,100.0,,3.0
3332,dutasteride,dutasteride,100.0,2001.0,4.0
3336,furosemide,furosemide,100.0,1966.0,4.0
3339,nemolizumab,nemolizumab,100.0,,3.0
3345,bosentan,bosentan,100.0,2001.0,4.0
3346,navitoclax,navitoclax,100.0,,-1.0
3347,dsp107,dsp107,100.0,,
3351,corticosteroid: betamethasone,betamethasone,100.0,,2.0
3353,corticosteroid: fludrocortisone,fludrocortisone,100.0,,
3355,corticosteroid: meprednisone,meprednisone,100.0,,
3357,corticosteroid: prednisolone,prednisolone,100.0,1973.0,4.0
3364,efinopegdutide,efinopegdutide,100.0,,2.0
3367,daxibotulinumtoxina,daxibotulinumtoxina,100.0,2022.0,4.0
3372,rp-l301,rp-l301,100.0,,
3378,oxypurinol,oxypurinol,100.0,,4.0
3381,tpi-287 /m2,tpi-287,100.0,,
3387,tolperisone hcl (av650),tolperisone,100.0,,3.0
3393,cefazolin,cefazolin,100.0,1973.0,4.0
3395,azilsartan medoxomil and amlodipine,amlodipine,100.0,2003.0,4.0
3401,entacapone (),entacapone,100.0,1999.0,4.0
3412,mipomersen sodium; warfarin sodium,mipomersen,100.0,2013.0,4.0
3424,ct-011,ct-011,100.0,,2.0
3432,irofulven,irofulven,100.0,,3.0
3434,platinum based chemotherapy,platinum,100.0,,
3442,amprenavir,amprenavir,100.0,1999.0,4.0
3443,efavirenz,efavirenz,100.0,1998.0,4.0
3446,theophylline,theophylline,100.0,1940.0,4.0
3451,rolapitant,rolapitant,100.0,2015.0,4.0
3452,granisetron,granisetron,100.0,1993.0,4.0
3470,nab-sirolimus + lomustine,lomustine,100.0,1976.0,4.0
3471,nab-sirolimus + marizomib (mrz),marizomib,100.0,,3.0
3473,pamrevlumab,pamrevlumab,100.0,,3.0
3475,sub-study: nintedanib,nintedanib,100.0,2014.0,4.0
3476,diazepam,diazepam,100.0,1963.0,4.0
3481,sarecycline,sarecycline,100.0,2018.0,4.0
3485,deferasirox,deferasirox,100.0,2005.0,4.0
3488,ulevostinag,ulevostinag,100.0,,2.0
3489,isradipine,isradipine,100.0,1990.0,4.0
3491,brigatinib,brigatinib,100.0,2017.0,4.0
3495,fcr + lumiliximab,lumiliximab,100.0,,2.0
3502,usl311,usl-311,92.3076923076923,,1.0
3510,exatecan mesylate,exatecan,100.0,,3.0
3513,dulaglutide,dulaglutide,100.0,2014.0,4.0
3533,valproic acid and levocarnitine,levocarnitine,100.0,1985.0,4.0
3540,roxadustat,roxadustat,100.0,2021.0,4.0
3545,rintatolimod,rintatolimod,100.0,,3.0
3548,tradipitant,tradipitant,100.0,,3.0
3550,pegsitacianine,pegsitacianine,100.0,,2.0
3551,gsk2982772,gsk-2982772,95.23809523809523,,
3558,cysteamine bitartrate,cysteamine,100.0,1994.0,4.0
3559,bardoxolone methyl,bardoxolone,100.0,,
3570,cebranopadol-,cebranopadol,96.0,,3.0
3581,epigallocatechin-3-gallate (egcg) plus ascorbic acid (vitamin c),epigallocatechin gallate,92.0,,3.0
3584,phentermine,phentermine,100.0,1959.0,4.0
3586,gvax,gvax,100.0,,-1.0
3587,vadadustat,vadadustat,100.0,,4.0
3601,delgocitinib cream,delgocitinib,100.0,,
3606,obi-999,obi-999,100.0,,-1.0
3609,s64315 once a week,s64315,100.0,,1.0
3612,indinavir sulfate,indinavir,100.0,1996.0,4.0
3614,sitaxsentan,sitaxentan,95.23809523809523,2006.0,4.0
3646,droxidopa,droxidopa,100.0,2014.0,4.0
3660,plerixafor,plerixafor,100.0,,
3661,dexrazoxane,dexrazoxane,100.0,1995.0,4.0
3662,rizatriptan,rizatriptan,100.0,1998.0,4.0
3669,flx475,flx475,100.0,,2.0
3682,pf-05230907,pf-05230907,100.0,,1.0
3685,tepotinib,tepotinib,100.0,2021.0,4.0
3686,remestemcel-l,remestemcel-l,100.0,,3.0
3693,atamestane,atamestane,100.0,,3.0
3700,etravirine (intelence),etravirine,100.0,2008.0,4.0
3702,cefoxitin,cefoxitin,100.0,1978.0,4.0
3715,fluconazole,fluconazole,100.0,1990.0,4.0
3716,carbamazepine,carbamazepine,100.0,1968.0,4.0
3729,glufosfamide,glufosfamide,100.0,,3.0
3737,gentamicin sulfate,gentamicin,100.0,,
3739,acipimox,acipimox,100.0,,4.0
3741,dfd-03 ( tazarotene) lotion,tazarotene,95.23809523809523,1997.0,4.0
3752,carmoterol (chf 4226),carmoterol,100.0,,2.0
3753,pf-04634817,pf-04634817,100.0,,2.0
3767,pantoprazole,pantoprazole,100.0,2000.0,4.0
3768,glesatinib,glesatinib,100.0,,2.0
3769,sitravatinib,sitravatinib,100.0,,3.0
3770,mocetinostat,mocetinostat,100.0,,2.0
3773,a-101,av-101,90.9090909090909,,3.0
3777,vixarelimab,vixarelimab,100.0,,2.0
3778,ephedrine [synonyms: ephedra,ephedrine,100.0,2016.0,4.0
3789,atazanavir (immediate switch),atazanavir,100.0,2003.0,4.0
3802,celivarone,celivarone,100.0,,3.0
3803,amiodarone,amiodarone,100.0,1985.0,4.0
3810,tolterodine + tamsulosin,tolterodine,100.0,,
3816,intravenous iclaprim or intravenous linezolid,iclaprim,100.0,,3.0
3823,standardized turmeric root extract,turmeric,100.0,,3.0
3825,bromelain,bromelains,94.73684210526316,,4.0
3827,ly2090314,ly-2090314,94.73684210526316,,2.0
3830,ags-16c3f,ags-16c3f,100.0,,2.0
3835,doripenem,doripenem,100.0,2007.0,4.0
3836,meropenem,meropenem,100.0,1996.0,4.0
3844,sage  chlorhexidine gluconate cloth patient preoperative skin preparation,sage,100.0,2023.0,4.0
3845,guanfacine xr 3mgs/daily,guanfacine,100.0,1986.0,4.0
3847,morab-009 (amatuximab),amatuximab,90.9090909090909,,2.0
3854,carvedilol mr,carvedilol,100.0,2006.0,4.0
3855,atenolol,atenolol,100.0,1981.0,4.0
3856,lisinopril,lisinopril,100.0,1987.0,4.0
3859,voxelotor,voxelotor,100.0,2019.0,4.0
3861,trebananib,trebananib,100.0,,3.0
3867,inhaled pt001,pnt001,90.9090909090909,,
3888,calcipotriol,calcipotriol,100.0,,
3891,alefacept,alefacept,100.0,2003.0,4.0
3899,thc and iomazenil,iomazenil,100.0,,2.0
3906,apadenoson spect-mpi,apadenoson,100.0,,3.0
3907,adenosine spect-mpi,adenosine,100.0,,
3908,inclacumab,inclacumab,100.0,,3.0
3910,inosine,inosine,100.0,,4.0
3914,tbx-3400,tbx-3400,100.0,,
3927,patiromer,patiromer,100.0,,3.0
3929,otelixizumab infusion plus physician determined standard of care,otelixizumab,100.0,,3.0
3931,ketotifen,ketotifen,100.0,1999.0,4.0
3932,naphazoline,naphazoline,100.0,1971.0,4.0
3933,ptc299,ptc299,100.0,,2.0
3935,quercetin,quercetin,100.0,,3.0
3936,curcumin (rqc),curcumin,100.0,,
3943,permethrin,permethrin,100.0,1986.0,4.0
3944,romosozumab,romosozumab,100.0,2019.0,4.0
3945,indacaterol,indacaterol,100.0,2009.0,4.0
3952,atogepant,atogepant,100.0,2021.0,4.0
3963,clevidipine,clevidipine,100.0,2008.0,4.0
3967,oseltamivir (tamiflu),oseltamivir,100.0,1999.0,4.0
3968,av-001,avb-001,92.3076923076923,,
3974,tivozanib,tivozanib,100.0,2017.0,4.0
3993,revusiran (aln-ttrsc),revusiran,100.0,,3.0
3996,lebrikizumab,lebrikizumab,100.0,,3.0
4012,pyrimethamine,pyrimethamine,100.0,1953.0,4.0
4013,netarsudil ophthalmic solution,netarsudil,100.0,2017.0,4.0
4018,sobi003,sobi-003,93.33333333333333,,1.0
4019,pegozafermin,pegozafermin,100.0,,3.0
4020,megestrol acetate,megestrol,100.0,1971.0,4.0
4023,np10679,np-10679,93.33333333333333,,1.0
4026,alitretinoin,alitretinoin,100.0,1999.0,4.0
4027,gebasaxturev iv,gebasaxturev,100.0,,2.0
4031,ublituximab,ublituximab,100.0,2022.0,4.0
4033,degarelix,degarelix,100.0,2008.0,4.0
4034,tezampanel,tezampanel,100.0,,2.0
4045,mometasone furoate,mometasone,100.0,,-1.0
4053,menadione topical lotion,menadione,100.0,,4.0
4060,pelareorep,pelareorep,100.0,,3.0
4066,ivabradine,ivabradine,100.0,2015.0,4.0
4073,cx516 (ampalex),cx516,100.0,,
4092,bermekimab monoclonal antibody,bermekimab,100.0,,3.0
4119,zibotentan,zibotentan,100.0,,3.0
4131,oprozomib,oprozomib,100.0,,2.0
4141,epx-100 (clemizole hydrochloride),clemizole,94.73684210526316,,2.0
4146,azelastine hydrochloride nasal spray,azelastine,100.0,1996.0,4.0
4148,levocetirizine,levocetirizine,100.0,2007.0,4.0
4153,dianhydrogalactitol,dianhydrogalactitol,100.0,,3.0
4168,anrukinzumab,anrukinzumab,100.0,,2.0
4187,gevokizumab,gevokizumab,100.0,,3.0
4191,black raspberry (brb) slurry,raspberry,100.0,,-1.0
4195,auranofin,auranofin,100.0,1985.0,4.0
4205,mirabegron,mirabegron,100.0,2012.0,4.0
4207,atacicept,atacicept,100.0,,3.0
4210,methacholine,methacholine,100.0,1986.0,4.0
4213,nabilone,nabilone,100.0,1985.0,4.0
4219,ixmyelocel-t,ixmyelocel-t,100.0,,3.0
4224,relamorelin,relamorelin,100.0,,3.0
4228,tetrahydrouridine,tetrahydrouridine,100.0,,2.0
4229,ethosuximide,ethosuximide,100.0,1960.0,4.0
4230,rociletinib,rociletinib,100.0,,3.0
4238,ompenaclid,ompenaclid,100.0,,2.0
4240,proflavine,proflavine,100.0,,
4245,vibegron,vibegron,100.0,2018.0,4.0
4265,baminercept,baminercept,100.0,,2.0
4267,brincidofovir,brincidofovir,100.0,2021.0,4.0
4273,pegcrisantaspase,pegcrisantaspase,100.0,,
4274,fosbretabulin,fosbretabulin,100.0,,2.0
4275,daptomycin,daptomycin,100.0,,
4276,dactinomycin,dactinomycin,100.0,,
4288,futibatinib,futibatinib,100.0,2022.0,4.0
4299,ly2623091,ly-2623091,94.73684210526316,,2.0
4310,sulforaphane,sulforaphane,100.0,,3.0
4312,xl888,xl-888,90.9090909090909,,1.0
4316,ligelizumab,ligelizumab,100.0,,3.0
4322,op-101,orp-101,92.3076923076923,,2.0
4324,emricasan,emricasan,100.0,,2.0
4328,psi-352938,psi-352938,100.0,,2.0
4348,taselisib,taselisib,100.0,,3.0
4349,ulixacaltamide,ulixacaltamide,100.0,,
4356,balstilimab (bal),balstilimab,100.0,,3.0
4358,vs-5584 and vs-6063,vs-5584,100.0,,1.0
4360,irbesartan,irbesartan,100.0,1997.0,4.0
4375,clobetasol propionate,clobetasol,100.0,,2.0
4376,bnc210,bnc-210,92.3076923076923,,2.0
4377,sunpg18_07 i (tildrakizumab ),tildrakizumab,96.2962962962963,2018.0,4.0
4380,mk-0777,mk-0777,100.0,,
4381,hsp90 inhibitor auy922,auy922,100.0,,
4383,ci-1040,ci-1040,100.0,,2.0
4384,aminophylline,aminophylline,100.0,1940.0,4.0
4385,methazolamide,methazolamide,100.0,1959.0,4.0
4387,amrubicin,amrubicin,100.0,,3.0
4390,ozanimod,ozanimod,100.0,2020.0,4.0
4392,vilazodone,vilazodone,100.0,2011.0,4.0
4398,combination of varlilumab and ipilimumab,varlilumab,100.0,,2.0
4404,tisagenlecleucel,tisagenlecleucel,100.0,2018.0,4.0
4405,cohort 1- vs-4718,vs-4718,100.0,,1.0
4413,avatrombopag,avatrombopag,100.0,2018.0,4.0
4427,tirofiban hydrochloride (aggrastat®),tirofiban,100.0,1998.0,4.0
4430,axatilimab,axatilimab,100.0,,2.0
4431,cvt-427 (zolmitriptan inhalation powder),zolmitriptan,96.0,1997.0,4.0
4433,talnetant,talnetant,100.0,,2.0
4435,f-18 (fallypride),fallypride,90.9090909090909,,3.0
4437,tiratricol,tiratricol,100.0,,
4455,ulipristal acetate,ulipristal,100.0,,4.0
4457,belumosudil mesylate,belumosudil,100.0,,
4459,bms-986004,bms-986094,90.0,,
4482,pti-801,pti-801,100.0,,
4484,pegvisomant,pegvisomant,100.0,2002.0,4.0
4491,tipifarnib,tipifarnib,100.0,,3.0
4495,botensilimab,botensilimab,100.0,,2.0
4500,fezolinetant,fezolinetant,100.0,2023.0,4.0
4501,np2,np2,100.0,,
4506,aluminum hydroxide adjuvant (alum),aluminium,94.11764705882352,,4.0
4508,zx008 (fenfluramine hydrochloride),fenfluramine,96.0,1963.0,4.0
4518,zoliflodacin,zoliflodacin,100.0,,3.0
4521,mecasermin,mecasermin,100.0,2005.0,4.0
4528,sulodexide,sulodexide,100.0,,3.0
4530,snx-5422 plus ibrutinib,snx-5422,100.0,,2.0
4531,iodine i 124 monoclonal antibody m5a,iodine,100.0,,4.0
4572,mitomycin c,mitomycin,100.0,,
4573,abt-072,abt-072,100.0,,2.0
4574,radezolid,radezolid,100.0,,
4576,abaloparatide,abaloparatide,100.0,2017.0,4.0
4578,apg-1387 for injection,apg-1387,100.0,,2.0
4580,aliskiren,aliskiren,100.0,2007.0,4.0
4581,lanadelumab,lanadelumab,100.0,2018.0,4.0
4586,pexacerfont,pexacerfont,100.0,,3.0
4589,briciclib,briciclib,100.0,,2.0
4590,tanezumab sc,tanezumab,100.0,,3.0
4595,picoplatin,picoplatin,100.0,,3.0
4596,engensis,engensis,100.0,,
4607,semaxanib,semaxanib,100.0,,3.0
4614,eliglustat,eliglustat,100.0,2014.0,4.0
4615,ceritinib (ldk378),ceritinib,100.0,2014.0,4.0
4618,anti-tgf-beta monoclonal antibody sar-439459,sar-439459,100.0,,1.0
4622,teriparatide,teriparatide,100.0,1987.0,4.0
4634,verteporfin,verteporfin,100.0,2000.0,4.0
4635,odiparcil,odiparcil,100.0,,2.0
4638,deferoxamine mesylate,deferoxamine,100.0,,
4641,fluvoxamine,fluvoxamine,100.0,1994.0,4.0
4650,radafaxine,radafaxine,100.0,,-1.0
4651,immunotherapeutic sb719125 (primary),sb719125,100.0,,
4674,inclisiran,inclisiran,100.0,,3.0
4682,drospirenone,drospirenone,100.0,,
4683,ctx-1301 - dexmethylphenidate,dexmethylphenidate,100.0,2001.0,4.0
4685,licarbazepine,eslicarbazepine,92.85714285714286,2009.0,4.0
4687,coti2,coti-2,90.9090909090909,,
4709,tafamidis,tafamidis,100.0,2011.0,4.0
4710,agi-134,agi-134,100.0,,1.0
4716,exisulind,exisulind,100.0,,3.0
4727,alteplase,alteplase,100.0,1996.0,4.0
4728,vonoprazan,vonoprazan,100.0,2022.0,4.0
4729,lansoprazole,lansoprazole,100.0,1995.0,4.0
4730,upadacitinib,upadacitinib,100.0,2019.0,4.0
4743,emb-001,emb-01,92.3076923076923,,2.0
4749,avidin,avidin,100.0,,3.0
4762,azx100 drug product,azx-100,92.3076923076923,,2.0
4765,dexlansoprazole,dexlansoprazole,100.0,2009.0,4.0
4770,fludeoxyglucose f 18,fludeoxyglucose,100.0,1994.0,4.0
4778,american ginseng,ginseng,100.0,,2.0
4783,ulocuplumab,ulocuplumab,100.0,,2.0
4790,lifitegrast,lifitegrast,100.0,2016.0,4.0
4799,a4250 (odevixibat),odevixibat,90.9090909090909,2021.0,4.0
4809,oyster mushroom,oyster,100.0,2006.0,4.0
4818,granulated mesalamine,mesalazine,90.0,1987.0,4.0
4823,brivanib,brivanib,100.0,,3.0
4828,cladribine,cladribine,100.0,1993.0,4.0
4831,ezabenlimab,ezabenlimab,100.0,,2.0
4833,lycopene,lycopene,100.0,,3.0
4834,taspoglutide,taspoglutide,100.0,,3.0
4843,velusetrag,velusetrag,100.0,,2.0
4845,plitidepsin,plitidepsin,100.0,,3.0
4851,crenezumab,crenezumab,100.0,,3.0
4853,qr-1123,qr-1123,100.0,,
4854,asp8731,asp-8731,93.33333333333333,,
4870,dasotraline,dasotraline,100.0,,3.0
4872,nitrogen,nitrogen,100.0,2015.0,4.0
4882,bisacodyl,bisacodyl,100.0,2004.0,4.0
4886,etrumadenant,etrumadenant,100.0,,2.0
4892,asparaginase,asparagine,90.9090909090909,,-1.0
4921,spartalizumab,spartalizumab,100.0,,3.0
4935,remdesivir,remdesivir,100.0,,
4941,pentamidine,pentamidine,100.0,,
4947,talampanel,talampanel,100.0,,2.0
4952,verinurad,verinurad,100.0,,2.0
4955,cycloserine,cycloserine,100.0,1964.0,4.0
4956,nifedipine,nifedipine,100.0,,
4957,lirilumab,lirilumab,100.0,,2.0
4958,urelumab,urelumab,100.0,,2.0
4966,gsk376501,gsk-376501,94.73684210526316,,1.0
4969,sapacitabine,sapacitabine,100.0,,3.0
4977,faldaprevir,faldaprevir,100.0,,-1.0
4985,gcs-100,gcs-100,100.0,,
4990,pf-04991532,pf-04991532,100.0,,2.0
4993,tirbanibulin ointment,tirbanibulin,100.0,,1.0
5001,tislelizumab,tislelizumab,100.0,,4.0
5002,d-amphetamine,amphetamine,91.66666666666666,1955.0,4.0
5010,bifeprunox,bifeprunox,100.0,,3.0
5013,sta-9090 (ganetespib),ganetespib,90.9090909090909,,3.0
5014,proglumide,proglumide,100.0,,4.0
5015,sb-509,sb-509,100.0,,
5021,merotocin,merotocin,100.0,,
5025,xl999,xl999,100.0,,2.0
5038,mek162 + raf265,raf-265,92.3076923076923,,2.0
5041,zilucoplan (ra101495),zilucoplan,100.0,,3.0
5042,gedatolisib,gedatolisib,100.0,,
5043,neutral protamine hagedorn (nph) insulin,protamine,100.0,1969.0,4.0
5047,ptk 787 (vatalanib),vatalanib,90.0,,3.0
5051,mkc-1,mkc-1,100.0,,
5059,dalcetrapib (ro4607381),dalcetrapib,100.0,,3.0
5060,idebenone,idebenone,100.0,2015.0,4.0
5063,paliperidone er,paliperidone,100.0,2009.0,4.0
5065,tinzaparin sodium,tinzaparin,100.0,2000.0,4.0
5066,eptifibatide,eptifibatide,100.0,1998.0,4.0
5073,colistin and meropenem,colistin,100.0,,
5078,setmelanotide,setmelanotide,100.0,,
5084,pb127 for injectable suspension,pb127,100.0,,
5089,fluciclovine f18,fluciclovine,100.0,2016.0,4.0
5092,phenytoin (ascoli),phenytoin,100.0,1956.0,4.0
5098,solanezumab,solanezumab,100.0,,3.0
5099,orlistat,orlistat,100.0,1999.0,4.0
5103,outpatient dinoprostone,dinoprostone,100.0,1977.0,4.0
5107,ibodutant,ibodutant,100.0,,3.0
5109,amantadine,amantadine,100.0,1968.0,4.0
5110,seliciclib,seliciclib,100.0,,2.0
5111,triptorelin,triptorelin,100.0,2000.0,4.0
5114,desogestrel,desogestrel,100.0,1992.0,4.0
5140,bumetanide,bumetanide,100.0,1983.0,4.0
5141,losmapimod  oral tablet,losmapimod,100.0,,3.0
5154,glofitamab,glofitamab,100.0,2023.0,4.0
5163,indole-3-carbinol,indole-3-carbinol,100.0,,2.0
5164,silibinin,silibinin,100.0,,
5188,bdb001,bdb-001,92.3076923076923,,
5197,choline magnesium trisalicylate,choline,100.0,,0.5
5204,cosibelimab,cosibelimab,100.0,,3.0
5211,hiltonol® (poly-iclc),hiltonol,94.11764705882352,,2.0
5213,salsalate + dha,salsalate,100.0,,4.0
5216,somatostatin,somatostatin,100.0,,
5219,phenazopyridine hydrochloride,phenazopyridine,100.0,1987.0,4.0
5224,faricimab,faricimab,100.0,2022.0,4.0
5241,gsk1521498,gsk-1521498,95.23809523809523,,2.0
5246,rhendostatin,endostatin,90.9090909090909,,3.0
5247,danoprevir,danoprevir,100.0,,-1.0
5258,carfentanil,carfentanil,100.0,,-1.0
5259,reduced glutathione,glutathione,100.0,,
5260,galinpepimut-s,galinpepimut-s,100.0,,3.0
5272,nitrates,nitrate,93.33333333333333,,
5276,abexinostat,abexinostat,100.0,,3.0
5279,clozapine,clozapine,100.0,,
5280,amlexanox,amlexanox,100.0,1996.0,4.0
5285,vt-1161,vt-111,92.3076923076923,,1.0
5286,brazikumab,brazikumab,100.0,,3.0
5287,capmatinib,capmatinib,100.0,2020.0,4.0
5288,trasylol (aprotinin,aprotinin,94.73684210526316,1993.0,4.0
5290,dn-101 (calcitriol),dyn-101,92.3076923076923,,
5295,milnacipran,milnacipran,100.0,2009.0,4.0
5316,probenecid,probenecid,100.0,1951.0,4.0
5322,relugolix,relugolix,100.0,2019.0,4.0
5323,17-hydroxyprogesterone caproate  or .,hydroxyprogesterone,92.6829268292683,,
5331,edotecarin,edotecarin,100.0,,3.0
5340,posaconazole,posaconazole,100.0,2005.0,4.0
5345,cmx157,cx157,90.9090909090909,,2.0
5357,vamikibart,vamikibart,100.0,,2.0
5358,lampalizumab,lampalizumab,100.0,,3.0
5360,emapunil,emapunil,100.0,,2.0
5387,iopamidol,iopamidol,100.0,1985.0,4.0
5395,demcizumab,demcizumab,100.0,,2.0
5405,gc5107,gc5107,100.0,,
5409,edoxaban low dose,edoxaban,100.0,,
5413,kisspeptin 112-121,kisspeptin,100.0,,2.0
5415,bms-986120,bms-986012,90.0,,2.0
5426,tasquinimod,tasquinimod,100.0,,3.0
5430,tagraxofusp,tagraxofusp,100.0,2018.0,4.0
5431,glyburide for injection,glyburide,100.0,1984.0,4.0
5440,ly3499446,ly-3499446,94.73684210526316,,1.0
5441,famciclovir  tablets,famciclovir,100.0,1994.0,4.0
5447,ezatiostat hydrochlorine,ezatiostat,100.0,,2.0
5448,sj733,sj-733,90.9090909090909,,
5449,cobicistat,cobicistat,100.0,2012.0,4.0
5450,talaporfin sodium,talaporfin,100.0,,3.0
5474,metoprolol,metoprolol,100.0,1992.0,4.0
5481,ppi-1019 (apan),ppi-1019,100.0,,
5490,edasalonexent,edasalonexent,100.0,,3.0
5494,hemin,hemin,100.0,,
5497,pimavanserin,pimavanserin,100.0,2016.0,4.0
5501,msi-1256f (squalamine lactate),squalamine,95.23809523809523,,3.0
5504,bomedemstat,bomedemstat,100.0,,1.0
5505,venglustat gz/sar402671,venglustat,100.0,,3.0
5513,epinastine nasal spray,epinastine,100.0,2003.0,4.0
5516,oritavancin,oritavancin,100.0,2014.0,4.0
5518,micafungin,micafungin,100.0,2005.0,4.0
5519,liposomal amphotericin b,amphotericin b,92.3076923076923,1964.0,4.0
5520,stannsoporfin,stannsoporfin,100.0,,3.0
5535,oblimersen sodium,oblimersen,100.0,,2.0
5541,elacestrant,elacestrant,100.0,2023.0,4.0
5542,msx-122,msx-122,100.0,,1.0
5543,fluocinolone acetonide intravitreal implant,fluocinolone,100.0,1963.0,4.0
5547,nelipepimut-s plus gm-csf vaccine,nelipepimut-s,100.0,,2.0
5550,anamorelin hcl,anamorelin,100.0,,3.0
5551,branebrutinib,branebrutinib,100.0,,2.0
5556,spinosad (the active ingredient in natrova),spinosad,100.0,,
5560,selonsertib,selonsertib,100.0,,3.0
5561,olopatadine  nasal spray,olopatadine,100.0,1996.0,4.0
5563,deflazacort,deflazacort,100.0,2017.0,4.0
5566,tilsotolimod,tilsotolimod,100.0,,3.0
5572,bocidelpar,bocidelpar,100.0,,2.0
5573,lactobacillus (l.) casei,casein,90.9090909090909,,
5576,anidulafungin,anidulafungin,100.0,2006.0,4.0
5577,et140203 autologous t cell product,et140203,100.0,,
5582,pancrelipase delayed release,pancrelipase,100.0,1996.0,4.0
5596,tosedostat,tosedostat,100.0,,2.0
5600,cetrelimab,cetrelimab,100.0,,3.0
5602,luxsol copper containing cream,copper,100.0,,4.0
5618,cefepime and tazobactam combination,cefepime,100.0,1996.0,4.0
5628,vesatolimod,vesatolimod,100.0,,2.0
5629,nimotuzumab,nimotuzumab,100.0,,3.0
5637,afamelanotide,afamelanotide,100.0,2014.0,4.0
5641,civamide (zucapsaicin),zucapsaicin,91.66666666666666,,3.0
5642,dihydroergotamine,dihydroergotamine,100.0,1946.0,4.0
5648,ravulizumab,ravulizumab,100.0,2018.0,4.0
5654,risdiplam,risdiplam,100.0,2020.0,4.0
5657,luspatercept,luspatercept,100.0,2019.0,4.0
5668,sapanisertib,sapanisertib,100.0,,
5669,dextroamphetamine,dextroamphetamine,100.0,1960.0,4.0
5680,bq-123,bq-123,100.0,,2.0
5704,pilocarpine hydrochloride,pilocarpine,100.0,,4.0
5710,risankizumab,risankizumab,100.0,2019.0,4.0
5714,danirixin  fbe,danirixin,100.0,,2.0
5733,methylselenocysteine,methylselenocysteine,100.0,,1.0
5738,mk-0752,mk-0752,100.0,,
5747,gi-6207 [recombinant saccharomyces cerevisiae-cea (610d)],gi-6207,100.0,,
5751,somavaratan,somavaratan,100.0,,3.0
5753,ponatinib,ponatinib,100.0,2012.0,4.0
5754,pf-07304814,pf-07304814,100.0,,3.0
5779,gepotidacin,gepotidacin,100.0,,-1.0
5781,bms-986242,bms-986142,90.0,,2.0
5787,reldesemtiv,reldesemtiv,100.0,,3.0
5789,teplizumab herold regimen,teplizumab,100.0,2022.0,4.0
5798,surufatinib,surufatinib,100.0,,3.0
5805,gadobutrol (gadovist,gadobutrol,100.0,2011.0,4.0
5815,incb054329 monotherapy,incb-054329,95.23809523809523,,
5817,apl-9,apl-9,100.0,,2.0
5823,alt-801,alt-801,100.0,,2.0
5824,lovastatin,lovastatin,100.0,,-1.0
5828,haloperidol,haloperidol,100.0,1986.0,4.0
5831,tyrosinase peptide,tyrosinase,100.0,,3.0
5833,uridine,uridine,100.0,,
5838,avapritinib,avapritinib,100.0,2020.0,4.0
